t_index term df
1698 ceausescu 1
1699 cecil 1
1700 cedar 2
1701 cede 3
1702 cedomir 1
1703 cedric 6
1704 ceil 2
1705 celebr 83
1706 celebrateor 1
1707 celera 1
1708 celest 1
1709 cell 23
1710 cellblock 1
1711 cellphon 2
1712 cellular 10
1713 cement 7
1714 cemeteri 8
1715 censor 2
1716 censorship 2
1717 cent 1
1718 centcom 2
1719 center 145
1720 centerpiec 2
1721 centigrad 1
1722 centimet 1
1723 central 85
1724 centrist 6
1725 centuri 28
1726 ceo 1
1727 ceremoni 52
1728 cerf 9
1729 cerna 3
1730 certain 36
1731 certainli 56
1732 certainti 4
1733 certif 3
1734 certifi 3
1735 cesar 2
1736 cessat 1
1737 cessna 7
1738 cetera 1
1739 cetinj 1
1740 cha 1
1741 chad 1
1742 chadwick 2
1743 chafe 3
1744 chagrin 1
1745 chain 10
1746 chair 17
1747 chairman 55
1748 chairmen 3
1749 chalk 2
1750 challeng 84
1751 chamber 16
1752 chamberlain 2
1753 chameleon 1
1754 champ 9
1755 champion 55
1756 championship 7
1757 chanc 99
1758 chancellor 5
1759 chanda 3
1760 chandeli 2
1761 chandler 6
1762 chandrika 1
1763 chang 144
1764 changeov 9
1765 channel 18
1766 chant 31
1767 chao 36
1768 chaotic 7
1769 chap 2
1770 chapel 4
1771 chaplain 7
1772 chaplin 1
1773 chappaqua 11
1774 chapter 7
1775 char 3
1776 charact 13
1777 character 7
1778 characterist 5
1779 charad 1
1780 charg 193
1781 charisma 2
1782 charit 5
1783 chariti 5
1784 charl 24
1785 charleston 2
1786 charlestown 1
1787 charli 2
1788 charlott 2
1789 chart 2
1790 charter 7
1791 chase 22
1792 chasm 2
1793 chat 5
1794 chattanooga 1
1795 chatti 1
1796 chau 1
1797 chauffeur 1
1798 chavez 4
1799 cheap 1
1800 cheat 11
1801 chebeck 8
1802 chechnya 8
1803 check 40
1804 checker 1
1805 checkpoint 2
1806 checkup 3
1807 cheek 1
1808 cheer 34
1809 cheerlead 2
1810 chees 1
1811 chef 2
1812 chela 4
1813 chell 1
1814 chelsea 17
1815 chemic 7
1816 chemistri 3
1817 chemotherapi 1
1818 cheney 31
1819 cheri 12
1820 cherish 2
1821 chernomyrdin 2
1822 cheroke 3
1823 cheron 3
1824 cherri 2
1825 chesapeak 1
1826 chest 8
1827 chetna 1
1828 chetsov 1
1829 chew 1
1830 chi 25
1831 chic 1
1832 chicago 6
1833 chicken 2
1834 chide 1
1835 chief 197
1836 chiefli 3
1837 child 47
1838 childhood 4
1839 children 69
1840 chile 8
1841 chill 15
1842 chilli 5
1843 chillicoth 1
1844 china 31
1845 chines 11
1846 chinfo 4
1847 ching 1
1848 chink 1
1849 chino 1
1850 chip 8
1851 chirac 6
1852 chisel 1
1853 chizhov 1
1854 chizov 1
1855 chladkova 3
1856 chlorin 4
1857 chocol 1
1858 choi 1
1859 choic 41
1860 chok 1
1861 choke 7
1862 cholera 1
1863 chomp 1
1864 chon 1
1865 choos 18
1866 chopper 1
1867 chopstick 1
1868 choreograph 1
1869 chorichech 1
1870 choru 1
1871 chose 13
1872 chosen 14
1873 chouchescu 1
1874 chow 1
1875 chri 34
1876 chrisdorton 1
1877 christen 3
1878 christi 4
1879 christian 27
1880 christianchildrensfund 1
1881 christina 3
1882 christma 62
1883 christoph 17
1884 chronic 2
1885 chronicl 2
1886 chrysanthemum 1
1887 chu 1
1888 chubbi 2
1889 chuck 9
1890 chuckl 2
1891 chudakova 3
1892 chunk 4
1893 church 43
1894 churchvil 1
1895 churchworldservic 1
1896 churn 1
1897 cia 24
1898 cienfuego 1
1899 cigarett 2
1900 cinder 1
1901 cinderblock 3
1902 cinema 2
1903 cio 2
1904 circl 19
1905 circu 3
1906 circuit 8
1907 circul 8
1908 circumst 32
1909 circumstanti 2
1910 circumv 3
1911 cisnero 7
1912 ciss 1
1913 citadel 1
1914 citat 2
1915 cite 38
1916 citi 218
1917 citizen 73
1918 citizenri 2
1919 citizenship 10
1920 citywid 1
1921 civic 4
1922 civil 61
1923 civilian 52
1924 clad 3
1925 claiborn 1
1926 claim 129
1927 clair 6
1928 clamber 5
1929 clamor 3
1930 clandestin 3
1931 clap 1
1932 clarenc 1
1933 clarifi 3
1934 clariti 1
1935 clark 41
1936 clarkston 1
1937 clash 54
1938 clasp 1
1939 class 47
1940 classic 7
1941 classifi 38
1942 classmat 2
1943 classroom 2
1944 clavet 1
1945 claw 6
1946 clay 4
1947 clean 24
1948 cleanli 1
1949 cleans 6
1950 clear 187
1951 clearanc 5
1952 clearer 4
1953 clearest 1
1954 clearli 56
1955 cleavag 1
1956 cleaver 1
1957 clemenc 31
1958 clement 24
1959 clergi 2
1960 cleric 3
1961 clerk 6
1962 cleveland 1
1963 clever 4
1964 cleverli 1
1965 click 2
1966 client 9
1967 cliff 1
1968 clifford 2
1969 clijster 11
1970 climact 1
1971 climat 4
1972 climax 4
1973 climb 22
1974 clime 1
1975 clinch 2
1976 cling 8
1977 clinic 8
1978 clink 1
1979 clinton 271
1980 clintonesqu 1
1981 clintonit 1
1982 clip 2
1983 clister 1
1984 cloak 1
1985 clock 12
1986 clod 1
1987 clodfelt 4
1988 clog 1
1989 cloister 1
1990 cloner 1
1991 closabl 1
1992 close 259
1993 closemouth 1
1994 closer 29
1995 closest 32
1996 closet 1
1997 closeup 1
1998 closhg 1
1999 closur 7
2000 cloth 44
2001 cloud 22
2002 cloudless 1
2003 clout 4
2004 clown 1
2005 clton 1
2006 club 15
2007 clue 27
2008 clump 1
2009 clumsi 1
2010 clung 2
2011 cluster 4
2012 clutch 4
2013 clyde 1
2014 cmc 1
2015 cmdr 35
2016 cnn 49
2017 co 25
2018 coach 15
2019 coachlight 8
2020 coal 32
2021 coalit 35
2022 coalmin 1
2023 coast 106
2024 coastal 10
2025 coaster 1
2026 coastlin 9
2027 coat 9
2028 coax 3
2029 cobar 1
2030 coburn 4
2031 coca 2
2032 cocain 8
2033 cochran 4
2034 cochranvil 1
2035 cock 6
2036 cocker 1
2037 cocktail 3
2038 coco 2
2039 cocoa 14
2040 cocodi 3
2041 code 7
2042 codi 5
2043 coercion 1
2044 coetzer 16
2045 coey 1
2046 coffe 26
2047 coffer 2
2048 coffield 1
2049 coffin 14
2050 cognac 1
2051 cohen 56
2052 coher 1
2053 cohes 3
2054 cohort 1
2055 coil 2
2056 coin 3
2057 coincid 6
2058 coincident 1
2059 coker 1
2060 coki 2
2061 col 18
2062 cold 45
2063 cole 290
2064 coleman 1
2065 coler 7
2066 colin 7
2067 colina 23
2068 collabor 3
2069 collag 1
2070 collaps 86
2071 collar 1
2072 collat 2
2073 colleagu 23
2074 collect 32
2075 collector 5
2076 colleg 35
2077 coller 4
2078 collid 7
2079 collin 2
2080 collis 20
2081 collus 1
2082 colo 9
2083 colobora 1
2084 colombia 10
2085 colombian 3
2086 colon 4
2087 coloni 20
2088 colonna 1
2089 color 16
2090 colorado 24
2091 columbia 15
2092 columbin 1
2093 column 7
2094 columnist 1
2095 com 35
2096 comasagua 5
2097 comb 10
2098 combat 22
2099 combin 20
2100 combrat 1
2101 come 265
2102 comeback 17
2103 comedian 1
2104 comen 1
2105 comfort 25
2106 comic 1
2107 command 127
2108 commando 5
2109 commemor 7
2110 commenc 1
2111 commend 3
2112 comment 82
2113 commentari 5
2114 commerc 11
2115 commerci 38
2116 comminut 1
2117 commiss 94
2118 commissari 2
2119 commission 15
2120 commit 89
2121 committe 80
2122 commod 11
2123 common 39
2124 commonli 5
2125 commot 1
2126 commun 113
2127 communiqu 5
2128 communist 65
2129 commut 20
2130 compact 1
2131 compani 76
2132 companion 4
2133 companionship 4
2134 compar 31
2135 comparison 9
2136 compart 38
2137 compass 5
2138 compassion 3
2139 compel 10
2140 compens 3
2141 compensatori 1
2142 compet 16
2143 competit 22
2144 competitor 2
2145 compil 4
2146 complac 4
2147 complain 40
2148 complaint 21
2149 complement 2
2150 complet 104
2151 complex 41
2152 compli 5
2153 complianc 2
2154 complic 31
2155 compliment 5
2156 compon 2
2157 compos 1
2158 composit 4
2159 composur 5
2160 compound 30
2161 comprehend 1
2162 comprehens 5
2163 compress 1
2164 compris 3
2165 compromis 16
2166 compuls 1
2167 comput 22
2168 comrad 7
2169 con 4
2170 conceal 10
2171 conced 49
2172 conceiv 9
2173 concentr 20
2174 concept 7
2175 concern 105
2176 concernusa 1
2177 concert 8
2178 concess 16
2179 conchita 3
2180 concili 2
2181 conciliatori 3
2182 conclud 47
2183 conclus 31
2184 concret 38
2185 concur 1
2186 concuss 1
2187 condemn 24
2188 condit 138
2189 condition 1
2190 condol 15
2191 condoleezza 1
2192 condon 2
2193 conduct 51
2194 conduit 1
2195 confer 68
2196 confess 10
2197 confetti 8
2198 confid 61
2199 confidenti 1
2200 configur 1
2201 confin 6
2202 confirm 117
2203 confisc 1
2204 conflict 46
2205 conform 1
2206 confound 2
2207 confront 39
2208 confus 22
2209 cong 1
2210 congeni 1
2211 congest 5
2212 congo 2
2213 congratul 29
2214 congreg 1
2215 congress 112
2216 congression 39
2217 congressman 42
2218 congressmen 1
2219 congresswoman 2
2220 conjunct 2
2221 conn 4
2222 connal 24
2223 connect 68
2224 connecticut 13
2225 connel 1
2226 connelli 1
2227 connett 1
2228 conni 7
2229 conniv 1
2230 connoli 1
2231 connolli 1
2232 connor 1
2233 conquer 1
2234 conqueror 3
2235 conquest 2
2236 conrad 6
2237 conscienc 3
2238 consciou 4
2239 conscious 2
2240 consecut 27
2241 consensu 9
2242 consent 2
2243 consequ 18
2244 consequenti 1
2245 conserv 19
2246 conservat 1
2247 conservationist 1
2248 consid 131
2249 consider 28
2250 consign 1
2251 consist 14
2252 consistu 1
2253 consol 8
2254 consolid 13
2255 consortium 7
2256 conspicu 2
2257 conspir 6
2258 conspiraci 18
2259 constant 10
2260 constantinescu 1
2261 constantli 10
2262 constern 1
2263 constitu 5
2264 constitut 105
2265 constrain 1
2266 constrict 1
2267 construct 30
2268 consul 10
2269 consular 3
2270 consult 20
2271 consum 5
2272 consumpt 1
2273 contact 38
2274 contain 46
2275 contamin 1
2276 contempl 4
2277 contemporari 2
2278 contempt 9
2279 contend 25
2280 content 20
2281 contenti 4
2282 contest 44
2283 context 10
2284 contin 6
2285 continent 1
2286 conting 4
2287 continu 230
2288 contort 1
2289 contra 1
2290 contract 26
2291 contractor 4
2292 contradict 6
2293 contrari 7
2294 contrast 5
2295 contribut 47
2296 contributor 5
2297 contrit 1
2298 contriv 1
2299 control 182
2300 controversi 34
2301 conven 8
2302 conveni 16
2303 convent 8
2304 converg 14
2305 convers 18
2306 convert 5
2307 convey 3
2308 convict 123
2309 convictsgetaway 1
2310 convinc 27
2311 convincingli 1
2312 convok 1
2313 convoy 14
2314 cooey 1
2315 cook 20
2316 cool 8
2317 cooler 2
2318 coon 1
2319 cooper 72
2320 coordin 27
2321 cop 2
2322 cope 9
2323 copi 19
2324 copper 2
2325 cord 1
2326 cordial 3
2327 cordillera 1
2328 cordon 10
2329 core 10
2330 corech 1
2331 coretta 1
2332 corey 2
2333 cori 3
2334 corina 4
2335 corn 2
2336 cornahaim 1
2337 cornaheim 1
2338 cornard 1
2339 corner 34
2340 cornerston 1
2341 cornett 2
2342 corni 1
2343 cornwal 1
2344 corollari 1
2345 coron 2
2346 corp 16
2347 corpor 15
2348 corps 13
2349 corpu 1
2350 corral 1
2351 correct 25
2352 correctli 5
2353 correl 4
2354 correspond 26
2355 corridor 2
2356 corros 3
2357 corrug 2
2358 corrupt 78
2359 corzin 13
2360 cosbi 1
2361 cosic 1
2362 cosmeniov 1
2363 cosminov 1
2364 cost 41
2365 costa 4
2366 costello 1
2367 costelow 1
2368 costli 5
2369 costliest 3
2370 cot 4
2371 coteri 1
2372 cotibua 1
2373 coton 1
2374 cotton 7
2375 couch 2
2376 coue 1
2377 could 391
2378 couldn 28
2379 coulibali 9
2380 council 43
2381 councilman 1
2382 counsel 24
2383 counselor 2
2384 count 80
2385 counter 22
2386 counterattack 4
2387 counterintellig 3
2388 counternarcot 1
2389 counterpart 5
2390 counterpunch 1
2391 counterrevolutionari 1
2392 counterterror 10
2393 counti 35
2394 countless 1
2395 countri 412
2396 countryman 7
2397 countrymen 8
2398 countrysid 15
2399 coup 44
2400 coupl 40
2401 courag 11
2402 courier 3
2403 cours 62
2404 court 193
2405 courtesi 1
2406 courthous 4
2407 courtland 1
2408 courtroom 7
2409 courtsid 2
2410 courtyard 6
2411 cousin 4
2412 coustunitza 1
2413 coven 1
2414 cover 68
2415 coverag 19
2416 coverdel 3
2417 covic 3
2418 cow 7
2419 coward 2
2420 cowardli 15
2421 cowboy 3
2422 cower 3
2423 cowl 1
2424 cp 1
2425 cpn 2
2426 crabbi 1
2427 crack 32
2428 crackdown 10
2429 crackl 2
2430 cradl 1
2431 craft 19
2432 crafti 2
2433 cragey 3
2434 craggi 1
2435 craig 13
2436 cram 3
2437 cramp 8
2438 crane 18
2439 cranni 1
2440 crap 1
2441 crash 85
2442 crater 6
2443 crave 2
2444 crawl 9
2445 crazi 7
2446 creak 1
2447 creaki 2
2448 cream 3
2449 creasingli 1
2450 creat 50
2451 creation 5
2452 creativ 2
2453 creator 1
2454 credenc 2
2455 credenti 16
2456 credibl 42
2457 credit 20
2458 creditor 4
2459 cree 1
2460 creed 2
2461 creek 1
2462 creep 5
2463 creepi 1
2464 cremat 4
2465 crematoria 1
2466 crematorium 1
2467 crept 6
2468 crescent 1
2469 crest 2
2470 crestfallen 1
2471 crevic 1
2472 crew 133
2473 crewman 4
2474 crewmemb 5
2475 crewmen 10
2476 cri 38
2477 crime 83
2478 crimin 105
2479 criminolog 1
2480 crippl 40
2481 crise 14
2482 crisi 54
2483 crisp 3
2484 cristo 1
2485 criteria 2
2486 critic 121
2487 croat 3
2488 croatia 14
2489 croatian 3
2490 croifl 1
2491 croni 18
2492 crook 7
2493 crop 3
2494 crosbi 5
2495 cross 47
2496 crosscourt 5
2497 crossfir 1
2498 crouch 12
2499 crous 1
2500 crow 1
2501 crowbar 6
2502 crowd 106
2503 crowley 10
2504 crown 8
2505 crucial 21
2506 crucifi 1
2507 crude 1
2508 crue 1
2509 cruel 3
2510 cruelti 3
2511 cruis 16
2512 cruiser 3
2513 cruman 1
2514 crumbl 21
2515 crumpl 3
2516 crusad 4
2517 crush 22
2518 crust 1
2519 crutch 6
2520 cruz 1
2521 crwrc 1
2522 cryptic 1
2523 crystal 2
2524 cuba 9
2525 cuban 3
2526 cue 1
2527 cuellar 6
2528 cuff 1
2529 cul 1
2530 culmin 8
2531 culpabl 1
2532 culprit 9
2533 cultiv 2
2534 cultur 12
2535 cummin 2
2536 cun 5
2537 cuomo 3
2538 cup 9
2539 cupboard 1
2540 curb 4
2541 curdl 1
2542 cure 1
2543 curfew 10
2544 curios 2
2545 curiou 9
2546 currenc 2
2547 current 52
2548 curriculum 4
2549 curs 4
2550 cursori 1
2551 curt 2
2552 curtail 4
2553 curtain 3
2554 curti 3
2555 curv 3
2556 cush 2
2557 cusp 1
2558 cussin 2
2559 custodi 21
2560 custodian 3
2561 custom 9
2562 customari 2
2563 cut 115
2564 cutback 1
2565 cutigua 1
2566 cutter 8
2567 cybercaf 1
2568 cybernet 1
2569 cycl 3
2570 cyclon 1
2571 cylind 1
2572 cylindr 1
2573 cynic 9
2574 cypru 1
2575 cyr 1
2576 czarist 2
2577 czech 14
2578 czechoslovakian 1
2579 d 37
2580 da 3
2581 dad 11
2582 dada 1
2583 dade 2
2584 dadiv 1
2585 dae 5
2586 daewoo 5
2587 dagestan 3
2588 dagger 3
2589 daili 29
2590 daja 2
2591 dakota 19
2592 dakotan 1
2593 dakouri 1
2594 dalal 1
2595 dale 2
2596 daley 7
2597 dali 1
2598 dalla 37
2599 dalworthington 1
2600 dam 1
2601 damag 156
2602 damascu 2
2603 dame 1
2604 damir 3
2605 dammaj 1
2606 damor 1
2607 damp 1
2608 dampen 2
2609 dan 18
2610 dana 2
2611 danah 4
2612 danburi 1
2613 danc 11
2614 dancer 3
2615 dandelion 1
2616 dane 1
2617 danewich 1
2618 danforth 3
2619 danger 103
2620 dangl 2
2621 daniel 19
2622 daniela 6
2623 daniil 2
2624 danni 1
2625 danzig 4
2626 daoud 1
2627 dapist 1
2628 dar 5
2629 darden 1
2630 dare 15
2631 daren 7
2632 dark 29
2633 darken 3
2634 darl 1
2635 darn 1
2636 darrel 2
2637 dart 1
2638 darwinian 1
2639 daschl 11
2640 dash 4
2641 dashboard 1
2642 data 4
2643 date 32
2644 datelin 7
2645 daughter 55
2646 daunt 6
2647 dave 18
2648 davenport 44
2649 davi 4
2650 david 59
2651 davidian 2
2652 dawn 24
2653 day 476
2654 daybreak 3
2655 dayeb 1
2656 daylight 4
2657 dayton 9
2658 daytona 1
2659 daze 4
2660 dazesurvivor 1
2661 dc 7
2662 dd 1
2663 ddg 7
2664 de 20
2665 dea 1
2666 deactiv 2
2667 dead 165
2668 deadli 53
2669 deadliest 16
2670 deadlin 13
2671 deadlock 3
2672 deaf 1
2673 deal 98
2674 dealt 6
2675 dean 5
2676 dear 5
2677 dearborn 1
2678 dearli 3
2679 death 211
2680 debar 1
2681 debat 65
2682 debbi 5
2683 deborah 3
2684 debra 2
2685 debri 47
2686 debt 14
2687 debut 1
2688 dec 48
2689 decad 83
2690 decay 2
2691 deceas 8
2692 deceit 1
2693 decemb 79
2694 decent 2
2695 decentr 3
2696 decept 1
2697 decibel 1
2698 decid 103
2699 decidedli 1
2700 decis 174
2701 deck 44
2702 declar 99
2703 declassifi 1
2704 declin 48
2705 decod 2
2706 decompos 1
2707 decor 2
2708 decrat 2
2709 decre 2
2710 decri 3
2711 ded 1
2712 dedic 9
2713 dedinj 5
2714 dee 1
2715 deed 3
2716 deem 8
2717 deep 54
2718 deepen 5
2719 deeper 3
2720 deepest 1
2721 deepli 23
2722 defac 1
2723 default 3
2724 defeat 143
2725 defect 2
2726 defenc 3
2727 defend 121
2728 defens 155
2729 defenselink 3
2730 defer 2
2731 defi 6
2732 defianc 7
2733 defiant 6
2734 defiantli 2
2735 defici 1
2736 deficit 11
2737 defin 7
2738 definit 37
2739 deflat 1
2740 deflect 6
2741 defoli 1
2742 defolt 1
2743 deforest 10
2744 defraud 3
2745 defunct 2
2746 defus 3
2747 degr 1
2748 degrad 4
2749 degre 31
2750 dehuman 1
2751 dehydr 3
2752 del 11
2753 delawar 25
2754 delay 34
2755 deleg 10
2756 delhi 17
2757 deli 1
2758 deliber 15
2759 delic 7
2760 delici 1
2761 delight 5
2762 deliv 36
2763 deliveri 2
2764 dell 1
2765 delsaut 2
2766 delta 9
2767 delus 2
2768 delv 1
2769 demaci 1
2770 demagogu 2
2771 demand 75
2772 demarc 1
2773 demean 1
2774 demeanor 2
2775 dementieva 5
2776 demick 1
2777 demilitar 1
2778 demis 6
2779 democraci 83
2780 democrat 188
2781 democratich 1
2782 demograph 1
2783 demolish 5
2784 demolit 5
2785 demon 4
2786 demonstr 88
2787 demot 2
2788 demur 1
2789 demystifi 1
2790 dengu 1
2791 deni 95
2792 denial 5
2793 denigr 1
2794 denis 14
2795 denisa 3
2796 denn 1
2797 denni 8
2798 denomin 1
2799 denounc 13
2800 dens 4
2801 dent 2
2802 dental 1
2803 denver 21
2804 depart 180
2805 departur 20
2806 depend 34
2807 depict 1
2808 deplan 1
2809 deplet 2
2810 deplor 2
2811 deploy 22
2812 deport 3
2813 deportieren 1
2814 depos 7
2815 deposit 4
2816 depot 4
2817 depress 3
2818 depriv 1
2819 dept 1
2820 depth 13
2821 deputi 46
2822 dequia 2
2823 derail 1
2824 derelict 1
2825 deriv 3
2826 desai 1
2827 descend 18
2828 descent 9
2829 describ 80
2830 descript 8
2831 desegreg 1
2832 desert 35
2833 deserv 15
2834 deservedli 2
2835 design 38
2836 designe 1
2837 desir 16
2838 desist 3
2839 desk 6
2840 desol 1
2841 despair 6
2842 desper 39
2843 despic 12
2844 despis 3
2845 despit 116
2846 despot 1
2847 destabil 3
2848 destin 10
2849 destini 1
2850 destitut 1
2851 destroy 227
2852 destruct 27
2853 desvid 1
2854 detach 3
2855 detail 89
2856 detain 31
2857 detaine 2
2858 detect 14
2859 detector 1
2860 detent 10
2861 deter 15
2862 deterg 1
2863 deterior 11
2864 determin 104
2865 deterr 2
2866 detest 1
2867 deton 30
2868 detour 4
2869 detritu 1
2870 detroit 3
2871 deuc 12
2872 deutch 8
2873 deutsch 1
2874 devast 58
2875 devastatingli 1
2876 develop 97
2877 deviat 1
2878 devic 15
2879 devilish 1
2880 devis 1
2881 devot 15
2882 devour 2
2883 devoutli 1
2884 dewat 2
2885 dewin 2
2886 dhabi 4
2887 dhahran 12
2888 dharan 1
2889 dhingra 1
2890 dhrumal 1
2891 diabak 1
2892 diagnos 5
2893 diagnosi 1
2894 diagnost 1
2895 diagnostico 1
2896 diagram 1
2897 dialect 1
2898 diallo 2
2899 dialo 3
2900 dialogu 8
2901 diamet 3
2902 diamond 3
2903 dian 2
2904 diann 3
2905 diari 1
2906 diarrhea 3
2907 diaz 2
2908 dick 36
2909 dickinson 1
2910 dictablanda 1
2911 dictadura 1
2912 dictat 29
2913 dictatori 3
2914 dictatorship 10
2915 diction 4
2916 dictionari 1
2917 dictment 1
2918 did 156
2919 didn 80
2920 die 192
2921 diego 5
2922 dienstbier 2
2923 diesel 2
2924 diet 3
2925 differ 107
2926 difficult 84
2927 difficulti 21
2928 diffus 1
2929 dig 49
2930 digest 1
2931 digger 3
2932 digit 4
2933 dignitari 5
2934 digniti 8
2935 dilapid 1
2936 dilemma 4
2937 dilfer 1
2938 dilig 1
2939 dilut 1
2940 dime 1
2941 dimens 2
2942 diminish 5
2943 diminut 1
2944 dimitr 1
2945 dimitri 2
2946 dimmer 1
2947 dina 1
2948 dinar 2
2949 dine 8
2950 dinghi 4
2951 dingi 1
2952 dinh 2
2953 dinkic 3
2954 dinner 10
2955 dioulo 1
2956 dip 2
2957 diplomaci 8
2958 diplomat 69
2959 diplospeak 4
2960 dire 1
2961 direct 75
2962 directli 40
2963 director 102
2964 directrelief 1
2965 diring 1
2966 dirksen 1
2967 dirt 35
2968 dirti 11
2969 dirtiest 1
2970 disabl 4
2971 disadvantag 1
2972 disaffect 1
2973 disagr 3
2974 disagre 8
2975 disappear 24
2976 disappoint 25
2977 disapprov 1
2978 disarm 1
2979 disarma 1
2980 disarray 2
2981 disassembl 1
2982 disast 76
2983 disastr 8
2984 disband 6
2985 disbar 4
2986 disbelief 5
2987 disc 1
2988 discard 2
2989 discharg 3
2990 disciplin 13
2991 disciplinari 6
2992 disclos 12
2993 disclosur 7
2994 discomfort 4
2995 discont 2
2996 discontinu 1
2997 discord 2
2998 discothequ 1
2999 discount 1
3000 discourag 7
3001 discov 37
3002 discoveri 12
3003 discovi 1
3004 discredit 10
3005 discreet 1
3006 discrep 4
3007 discret 4
3008 discrimin 2
3009 discuss 75
3010 disdain 4
3011 diseas 9
3012 disenfranchis 3
3013 disgaz 1
3014 disgrac 12
3015 disgruntl 5
3016 disguis 9
3017 disgust 1
3018 dish 1
3019 dishdasha 1
3020 dishearten 2
3021 dishonor 2
3022 disillus 2
3023 disinfect 5
3024 disinform 1
3025 disintegr 10
3026 dislik 1
3027 disloc 2
3028 dislodg 2
3029 dismal 1
3030 dismantl 8
3031 dismay 3
3032 dismemb 1
3033 dismiss 32
3034 disobedi 14
3035 disord 3
3036 disori 2
3037 dispar 4
3038 disparag 2
3039 dispatch 31
3040 dispel 2
3041 dispens 1
3042 dispers 13
3043 displac 2
3044 display 29
3045 displeas 1
3046 displeasur 1
3047 dispos 12
3048 disposit 1
3049 disprov 2
3050 disput 33
3051 disqualifi 6
3052 disquiet 1
3053 disregard 5
3054 disreput 1
3055 disrespect 2
3056 disrupt 9
3057 dissect 1
3058 dissemin 4
3059 dissent 5
3060 dissid 6
3061 dissip 1
3062 dissolv 12
3063 dissuas 1
3064 distanc 16
3065 distant 7
3066 distinct 7
3067 distinctli 1
3068 distinguish 7
3069 distort 6
3070 distract 8
3071 distraught 13
3072 distress 4
3073 distribut 26
3074 district 38
3075 distrust 1
3076 disturb 9
3077 disun 2
3078 ditch 5
3079 dive 21
3080 diver 67
3081 divers 8
3082 diversifi 1
3083 divert 8
3084 divid 33
3085 divis 26
3086 divorc 3
3087 divulg 4
3088 dixon 3
3089 dixvil 1
3090 dizzi 2
3091 djahouri 1
3092 djibouti 20
3093 djikal 1
3094 djila 1
3095 djindjic 17
3096 djukanov 3
3097 djuro 1
3098 dmitri 12
3099 dmon 1
3100 dna 5
3101 dnevnik 1
3102 do 228
3103 doan 1
3104 dobrica 1
3105 dochterman 1
3106 dock 42
3107 docksid 2
3108 doctor 52
3109 doctorswithoutbord 1
3110 doctrin 1
3111 document 44
3112 documentari 1
3113 dodg 1
3114 dodgi 3
3115 doe 93
3116 doer 1
3117 doesn 25
3118 dog 32
3119 dogged 1
3120 doggedli 1
3121 doha 1
3122 dokic 9
3123 doll 1
3124 dollar 47
3125 dolphin 1
3126 domain 1
3127 dome 2
3128 domest 16
3129 domin 42
3130 dominican 1
3131 dominik 16
3132 dominikov 4
3133 dominion 2
3134 dominiqu 1
3135 domino 3
3136 don 136
3137 donald 35
3138 donaldson 2
3139 donat 19
3140 done 109
3141 dong 1
3142 donkey 1
3143 donna 2
3144 donnel 3
3145 donor 11
3146 dooda 1
3147 doom 9
3148 door 55
3149 doorway 2
3150 dopher 1
3151 dora 1
3152 dorcol 1
3153 doreen 1
3154 dori 1
3155 dormitori 1
3156 dorothi 3
3157 dose 1
